Arabic Word 	Gloss	Diacritized Reference
فونتانابران	Fontanabran	فُونْتَانَابْرَان
زرزير	Zarzir	زَرْزِير
تيوفيلانديا	Teofilândia	تِيُوفِيلَانْدِيَا
زبولون	Zebulon	زِبُولُون
زبونة	ZibUnah	زِبُونَة
جانكورتاران	Cankurtaran	جَانْكُورْتَارَان
تريسباديرني	Trespaderne	تْرِيسْبَادِيرْنِي
زندن	Senden	زِنْدِن
فالديليناريس	Valdelinares	فَالْدِيلِينَارِيس
جيوباترونيم	Géopatronyme	جِيوُبَاتْرُونِيم
فانيمكولم	Vaniyamkulam	فَانِيمْكُولْم
كامبونوغارا	Camponogara	كَامْبُونُوغَارَا
كاستلانيتا	Castellaneta	كَاسْتِلَّانِيتَا
زيكيم	Zikim	زِيكِيم
تشيرنوفتسي	Chernivtsi	تْشِيرْنُوفْتْسِي
زينسو	Zinsou	زِينْسُو
تركمانباشي	Türkmenbaşy	تُرْكُمَانْبَاشِي
زيبنغبيرغه	Siebengebirge	زِيبِنْغِبِيرْغِه
زيستابوني	Zestaponi	زِيسْتَابُونِي
زفيجنتس	Zwierzyniec	زْفِيِجِنْتْس
زفينيغورود	Zvenigorod	زْفِينِيغُورُود
زهانغبينغ	Zhangping	زْهَانْغْبِينْغ
زبيدة	Zübeyde	زُبَيْدَة
كلينتشوبورت	Clinchport	كْلِينْتْشُوبُورْت
زكيكة	Zukaykah	زُكَيْكَة
زوفيان	Zofian	زُوفِيَان
إينشاكوشانا	Enshakushanna	إِينْشَاكُوشَانَّا
زوينجن	Zwingen	زُوِينْجِن
فالكنشتاين	Falkenstein	فَالْكِنْشْتَايْن
زَوْمَرَّاقة	Zumarraga	زُومَرَّاقَة
زومرلوخ	Sommerloch	زُومَرْلُوخ
زوندرن	Sundern	زُونْدَرْن
زوسيموس	Zosimus	زُوسِيمُوس
غوادالاخارا	Guadalajara	غُوَادَالَاخَارَا
هارسكيرتسن	Harskirchen	هَارْسْكِيرْتْسِن
هولوفانيفسك	Holovanivsk	هُولُوفَانِيفْسْك
لامبيرثيم	Lampertheim	لَامْبِيرْثَيِم
لاورنستاون	Lawrencetown	لَاوْرِنْسْتَاوْن
لاوندسبورو	Lowndesboro	لَاوْنْدِسْبُورُو
ماهاجانابادا	Mahajanapada	مَاهَاجَانَابَادَا
مارينترافيك	MarineTraffic	مَارِينْتْرَافِيك
مونتيفلافيو	Monteflavio	مُونْتِيفْلَافِيُو
نوفوبولوتسك	Navapolack	نُوفُوبُولُوتْسْك
أورانينبورغ	Oranienburg	أُورَانِينْبُورْغ
بلايسكيرشن	Pleiskirchen	بْلَايْسْكِيرْشِن
برودانوفتسي	Prodanovtsi	بْرُودَانُوفْتْسِي
ساندنشان	Sandnessjøen	سَانْدِنْشَان
شيتشيكاشوكو	Shichikashuku	شِيتْشِيكَاشُوكُو
زوست	Soest	زُوسْت
تورتيفونتين	Tortefontaine	تُورْتِيفُونْتِين
زوتبانسيرغ	Zoutpansberg	زُوتْبَانْسِيرْغ
فاندويغ	Vandewegheara	فَانْدُوِيغ
فيلابلاريكس	Vilablareix	فِيلَابْلَارِيكْس
زينالروثورن	Zinalrothorn	زِينَالْرُوثُورْن
أرويومولاينوس	Arroyomolinos	أَرُّويُومُولَايْنُوس
أوغستينبيرغ	Augstenberg	أُوغَسْتِينْبِيرْغ
أوغستماتورن	Augstmatthorn	أُوغَسْتْمَاتُورْن
بلوبرهاوسيز	Blubberhouses	بْلُوبَرْهَاوْسِيز
كاستروريالي	Castroreale	كَاسْتْرُورِيَالِي
تشارليفويكس	Charlevoix	تْشَارْلِيفُويِكْس
كريستيانية	Christiania	كْرِيسْتِيَانِيَة
دروسكينينكي	Druskininkai	دْرُوسْكِينِينْكَي
إكرومكسيماب	Ecromeximab	إِكْرُومِكْسِيمَاب
غسبالتينورن	Gspaltenhorn	غْسْبَالْتِينُورْن
هايليغنهافن	Heiligenhafen	هَايْلِيغِنْهَافِن
لينكولنشاير	Lincolnshire	لِينْكُولِنْشَايَر
لودفيغسشتات	Ludwigsstadt	لُودْفِيغْسْشْتَات
موتساغرونيا	Mozzagrogna	مُوتْسَاغْرُونْيَا
مونيوغراندي	Muñogrande	مُونِيُوغْرَانْدِي
ناكاساتسوناي	Nakasatsunai	نَاكَاسَاتْسُونَاي
أوبرشينفيلد	Oberscheinfeld	أُوبِرْشَيْنْفِيلْد
باسكوالكوبو	Pascualcobo	بَاسْكُوَالْكُوبُو
بولبطرسبرغ	Paulpietersburg	بُولْبِطِرِسْبُرْغ
بوخفيستنيفو	Pokhvistnevo	بُوخْفِيسْتْنِيفُو
سودرمانلاند	Södermanland	سُودَرْمَانْلَانْد
سبيلامبيرتو	Spilamberto	سْبِيلَامْبِيرْتُو
شتروليندورف	Strullendorf	شْتْرُولِينْدُورْف
سيكشفهيرفار	Székesfehérvár	سِيكَشْفْهِيرْفَار
أوليانوبوليس	Ulianópolis	أُولِيَانُوبُولِيس
فلاديبيلاجوس	Valdepiélagos	فَلَادِيبِيلَاجُوس
فاندزيوغالا	Vandžiogala	فَانْدْزِيُوغَالَا
فرملزكيرشن	Wermelskirchen	فِرْمِلْزْكِيرْشِن
ويليامسفيلد	Williamsfield	وِيلِيَامَسْفِيلْد
باغايفسكايا	Bagayevskaya	بَاغَايِفْسْكَايَا
بورغولافيزارو	Borgolavezzaro	بُورْغُولَافِيزَارُو
تشيلدرسبورغ	Childersburg	تْشِيلْدِرْسْبُورْغ
فوردونجيانوس	Fordongianus	فُورْدُونْجِيَانُوس
فرونتينهاوزن	Frontenhausen	فْرُونْتِينْهَاوْزِن
هرتسوغشتاند	Herzogstand	هِرْتْسُوغْشْتَانْد
مونسترلينغن	Münsterlingen	مُونْسْتَرْلِينْغِن
نافاتالغوردو	Navatalgordo	نَافَاتَالْغُورْدُو
توناكاكيهواتل	Tonacacihuatl	تُونَاكَاكِيهُوَاتْل
تروختلفينغن	Trochtelfingen	تْرُوخْتِلْفِينْغِن
فانتشينكولام	Vanchiyankulam	فَانْتْشِيَنْكُولَام
فستريوتلاند	Västergötland	فَسْتَرِيُوتْلَانْد
فورونيجسكايا	Voronezhskaya	فُورُونِيجِسْكَايَا
زيلينوبورسكي	Zelenoborsky	زِيلِينُوبُورْسْكِي
زولوتاريوفكا	Zolotaryovka	زُولُوتَارْيُوفْكَا
باكينغهامشير	Buckinghamshire	بَاكِينْغْهَامْشَيَر
تشيليلابومبوي	Chililabombwe	تْشِيلِيلَابُومْبُوي
سفيروبايكالسك	Severobaykalsk	سِفِيرُوبَايْكَالْسْك
كواتزاكوالكوس	Coatzacoalcos	كُوَاتْزَاكُوَالْكُوس
ثرومبوبلاستين	F3	ثْرُومْبُوبْلَاسْتِين
كيتاناكاغوسوكو	Kitanakagusuku	كِيتَانَاكَاغُوسُوكُو
كراسنوزافودسك	Krasnozavodsk	كْرَاسْنُوزَافُودْسْك
أوبرسولتزباتش	Obersoultzbach	أُوبِرْسُولْتْزْبَاتْش
كراسنوفايشرسك	Krasnovishersk	كْرَاسْنُوفَايِشِرْسْك
مونتيكاستريلي	Montecastrilli	مُونْتِيكَاسْتْرِيلِّي
ورستلينغورته	Wrestlingworth	وْرِسْتْلِينْغْوُرْتَه
غلوكوناستورتيان	Gluconasturtiin	غْلُوكُونَاسْتُورْتِيَان
هانغيندغليتشيرورن	Hangendgletscherhorn	هَانْغِينْدْغْلِيتْشِيرُورْن
جودبراندسدالسلوجين	Gudbrandsdalslågen	جُودْبْرَانْدْسْدَالْسْلُوجِين
